uuid,full_name,email,phone_number,address,date_of_birth,ip_address,sensitive_notes,user_preferences,account_status,last_login_date,signup_date,profile_completion_score,preferred_language,marketing_consent
3476999c-8375-4e7d-8351-458d2c5f4f70,Josue Hyatt,ed@example.com,1-151-868-8068 x7945,ea totam vel.,1959-12-18,95.90.222.62,facilitate wireless relationships,"{""theme"": ""dark"", ""notifications"": false}",suspended,2024-06-25,1976-12-06,97,en,false
1efb4359-f6e0-4feb-9c04-505daa23513e,Coralie Kuvalis,hassan@example.net,(337) 546-6810 x7755,sit ipsum aut.,1986-10-24,151.138.117.75,expedite bricks-and-clicks ROI,"{""theme"": ""dark"", ""notifications"": true}",inactive,2025-03-14,2020-05-28,93,fr,false
daa7d51e-e5a5-4e87-9548-93d086d6ab60,Ben Rutherford,edwardo@example.org,389.317.0151 x66110,repellendus minus atque reiciendis.,2004-08-19,30.120.3.183,grow B2C initiatives,"{""theme"": ""dark"", ""notifications"": false}",active,2025-04-17,2017-09-10,87,ja,false
d3a778e3-d93c-4c89-9579-76cb7a49a50f,Anika Cronin,jaquan@example.com,786-841-7028,quia hic quia odio.,1960-09-27,178.190.231.221,generate compelling paradigms,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2024-09-03,1988-07-08,62,es,true
90ac6bfa-577e-4e7c-ba02-6941577ca5ad,Fidel Dooley,maxie@example.com,430-164-3714 x10820,consequatur tenetur molestiae.,1998-08-20,245.82.215.212,reintermediate revolutionary technologies,"{""theme"": ""dark"", ""notifications"": false}",active,2025-04-03,2023-10-18,69,en,true
92f69d4d-2594-4322-8a54-66804e5a4a04,Deven Stark,beulah@example.org,940-964-1399 x8946,eum in blanditiis natus.,1950-07-14,55.184.110.135,innovate out-of-the-box web-readiness,"{""theme"": ""dark"", ""notifications"": false}",pending_verification,2024-07-15,1983-10-20,91,pt,false
28a1191e-8cda-43d2-8c77-ffb900a4062a,Carmel Koss,cyrus@example.com,290-645-0521,itaque sit debitis.,1946-09-21,9.73.17.58,aggregate plug-and-play web services,"{""theme"": ""light"", ""notifications"": true}",suspended,2024-06-07,1992-07-25,98,de,true
3a2aa858-cfd0-4c16-8aea-e7fd5309f5dd,Miguel Goodwin,ernie@example.net,955-728-5896 x31777,molestiae optio consequatur sequi.,1949-08-16,137.74.184.222,revolutionize innovative web services,"{""theme"": ""dark"", ""notifications"": true}",suspended,2024-08-15,1976-04-24,67,en,false
d6394e92-b451-4a48-86c8-76615874f112,Kennedy Kris,renee@example.net,680.490.6855 x9691,et quod aut et.,1976-05-01,187.192.171.50,deliver integrated e-business,"{""theme"": ""light"", ""notifications"": false}",active,2024-08-31,2018-02-17,100,es,true
7def6bb9-f37e-4a08-bf77-a1d9819dc932,Terry Dickens,hans@example.net,1-432-555-6853 x078,sit repellendus placeat soluta.,2007-12-11,70.140.73.153,generate integrated ROI,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2024-12-02,2023-11-20,33,pt,false
242a0197-117b-49b7-a849-7f5cf518d542,Carley Johnston,sanford@example.net,1-421-578-3715,et nihil iusto enim.,1952-05-27,102.49.78.250,incubate intuitive web-readiness,"{""theme"": ""dark"", ""notifications"": true}",active,2024-07-23,1968-04-04,38,fr,false
73b74e0e-ac75-4819-8ada-7ee0db4593f7,Dulce Spencer,americo@example.net,108.167.3878 x371,dolor earum mollitia.,1947-12-16,151.122.144.50,strategize virtual functionalities,"{""theme"": ""dark"", ""notifications"": false}",suspended,2024-08-06,1974-02-23,26,en,false
d61dd65b-7f58-4103-8c94-8e8fc5f85138,Emmanuel Treutel,anahi@example.org,(353) 847-6800 x4916,esse aut id.,1958-12-24,181.45.233.29,facilitate cross-media e-tailers,"{""theme"": ""dark"", ""notifications"": true}",inactive,2024-12-10,2021-08-30,61,ja,true
d5de1646-3b41-4a27-909d-32202e121f94,Annette Aufderhar,blair@example.org,712-498-6933 x1817,in fugiat praesentium.,2003-06-07,201.220.242.81,implement open-source solutions,"{""theme"": ""light"", ""notifications"": true}",active,2024-12-14,2020-09-25,34,es,true
273a6060-a34c-4c42-94f9-26fe05b3b226,Edward Welch,elva@example.net,431.760.9330 x977,ipsum autem autem.,1946-06-03,136.92.19.54,reinvent strategic e-markets,"{""theme"": ""light"", ""notifications"": true}",inactive,2025-04-06,2023-05-20,70,fr,true
291739d2-30d3-4a34-933e-cee955144039,Athena Ernser,jana@example.org,621.375.2518,quisquam soluta sed inventore.,1967-10-05,188.7.208.143,drive compelling web-readiness,"{""theme"": ""dark"", ""notifications"": true}",active,2025-05-02,2013-09-17,59,fr,false
d65f6579-d91e-4ca4-9ddf-8d494ee65444,Nona Koch,tiffany@example.org,806.594.6408 x4163,distinctio ducimus quis.,1991-05-15,75.163.92.237,matrix intuitive solutions,"{""theme"": ""dark"", ""notifications"": false}",suspended,2024-07-10,2012-12-11,82,de,false
274cef68-4b11-4039-b52c-36f3601b02b1,Camren Farrell,coralie@example.net,(610) 693-7494 x4379,provident perspiciatis debitis facilis.,1976-08-14,200.74.94.248,productize vertical niches,"{""theme"": ""dark"", ""notifications"": true}",active,2024-10-21,2000-10-31,40,de,true
40247f59-77d2-472f-b029-20c86f0c493a,Gunner Miller,ernestina@example.org,290-729-3307 x526,sit ut odio.,2004-08-22,91.7.214.49,drive user-centric mindshare,"{""theme"": ""dark"", ""notifications"": true}",inactive,2024-10-15,2022-08-26,60,de,true
ffb8507b-c663-48c9-bdf0-80da4813a77d,Austen Langworth,devan@example.net,1-401-193-0897 x19212,error occaecati unde et.,1985-02-08,204.145.27.72,integrate ubiquitous networks,"{""theme"": ""light"", ""notifications"": true}",suspended,2024-08-27,2014-08-29,41,en,true
b8042ac1-cb0e-4d59-8c9c-e1d3dc270960,Verona Kuhn,carolina@example.com,389-509-3194 x6808,dolore at itaque reprehenderit.,1970-12-09,168.130.234.198,deploy ubiquitous metrics,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2025-04-03,2014-01-30,90,es,false
d13807b5-a33c-4854-82ce-7aa3b7f75595,Katlyn Klocko,dimitri@example.com,(298) 409-2863 x002,tempore corrupti architecto qui.,1971-06-18,65.40.248.173,exploit clicks-and-mortar channels,"{""theme"": ""light"", ""notifications"": true}",suspended,2025-02-14,2006-01-20,95,fr,true
54c73fb5-1160-4da3-808b-c6401919f049,Ila Hirthe,cristal@example.org,1-210-970-1292,et ut repellendus.,1982-01-08,76.125.250.228,enhance end-to-end supply-chains,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2024-10-28,2007-08-07,63,en,true
fba0220f-5a8c-4927-b3cc-99af9e4f1a6f,Hester Larson,nichole@example.net,707-113-2183,vel quasi sed.,1954-08-25,4.62.224.192,syndicate plug-and-play schemas,"{""theme"": ""dark"", ""notifications"": false}",inactive,2024-12-05,2001-05-01,29,de,true
f3d9de2d-2db4-483a-8d84-d02bd1b5d11f,Arlene Schroeder,judah@example.net,1-608-511-6005 x272,ut perferendis quis.,1945-04-10,211.143.242.52,orchestrate efficient deliverables,"{""theme"": ""dark"", ""notifications"": true}",suspended,2024-07-27,1964-02-23,85,en,true
3c18baa4-ab1f-42e2-ad0c-23ce86a2f5e9,Keaton Considine,lia@example.net,1-305-892-2828 x432,rerum est distinctio.,2003-09-02,34.188.115.9,drive extensible platforms,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-10-23,2024-03-02,37,en,false
212e4f0e-135b-48b8-a2df-940f5d11da4c,Johnny Blanda,eda@example.net,(312) 581-1836 x3369,adipisci dignissimos dolores explicabo.,2000-05-10,135.147.58.9,revolutionize compelling deliverables,"{""theme"": ""light"", ""notifications"": false}",pending_verification,2024-11-04,2022-05-15,81,fr,true
cc54ce7a-41b0-4b79-966b-dde3ed34dd48,Sonya Kub,alaina@example.com,184.912.3954,aut omnis eius aspernatur.,1967-01-16,174.226.72.102,deploy world-class systems,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2024-09-19,1984-06-13,70,fr,true
2b625750-c0c0-448b-acca-1458adbf6af1,Israel Ondricka,cortney@example.org,591-988-9949 x6546,id eum qui.,1951-04-26,238.136.185.121,orchestrate impactful mindshare,"{""theme"": ""light"", ""notifications"": true}",active,2025-01-03,2017-08-01,37,de,false
495fdbb0-c685-4346-bf8a-bf40ef5fcdc9,Hattie D'Amore,rose@example.org,1-286-137-1101 x785,unde iusto ipsum.,1962-07-19,199.140.73.187,empower bleeding-edge systems,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2025-03-04,2015-10-08,57,fr,false
2f9da155-4479-42eb-8d27-bfbb30517252,Delpha Hintz,hal@example.com,1-792-381-5184 x4916,numquam repudiandae consequatur aut.,1983-04-12,202.216.163.137,engineer best-of-breed technologies,"{""theme"": ""dark"", ""notifications"": true}",inactive,2025-06-01,1997-12-15,32,pt,true
9b111651-1b7f-4230-853c-323608a63229,Phoebe Ullrich,amara@example.net,(817) 874-1927,modi amet aspernatur odio.,1954-08-26,102.0.15.97,cultivate extensible paradigms,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2025-01-09,2022-07-13,23,es,false
ee603af2-7b72-4fd2-bfd9-3eafe8a1e960,Reginald Dietrich,korey@example.com,349-529-5589,consequuntur fugiat et.,1983-05-10,181.133.109.93,redefine enterprise channels,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2024-10-31,2019-11-01,63,pt,false
53f6de82-5666-468c-84d2-ee94fbbee6ea,Kyler Durgan,mattie@example.net,(757) 255-4985 x436,fugiat ipsum rem.,1992-03-19,79.45.61.179,streamline viral e-tailers,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-07-30,2013-05-26,49,fr,false
f3d079f4-6ca5-439a-9b1c-54ff1f806d2c,Nola Ziemann,delores@example.net,330.940.7816 x761,rerum harum qui distinctio.,1957-08-02,193.41.216.151,incubate e-business models,"{""theme"": ""dark"", ""notifications"": true}",active,2025-02-12,2011-01-04,25,fr,false
a3af3a88-63d6-4c1b-aad6-ee2a61fdc532,Lou Wunsch,claude@example.net,469.898.0403,nihil omnis et.,1949-05-27,175.146.63.39,aggregate bleeding-edge initiatives,"{""theme"": ""dark"", ""notifications"": true}",active,2025-01-15,1965-12-17,50,ja,true
6387ba7c-6b9a-484f-9544-2213fcb2fd2d,Rafaela Stoltenberg,julian@example.org,948.255.5860 x62765,mollitia et ut.,2007-12-19,90.57.118.179,architect wireless e-services,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-08-23,2022-07-21,46,de,false
f99d2c04-e2bf-4872-9e2e-9b7d505bc1f5,Karley Rolfson,jerad@example.net,(530) 560-0755,ex autem asperiores sint.,1947-11-03,231.197.183.204,mesh turn-key content,"{""theme"": ""light"", ""notifications"": true}",suspended,2025-05-03,1994-12-11,95,de,false
656f232c-f6ad-4942-9e0e-70f20605dffc,Cloyd Schaden,willy@example.net,(549) 585-9763 x2946,ex adipisci aliquam doloribus.,1963-06-05,207.84.112.4,evolve granular web services,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2025-02-07,1997-09-08,26,pt,false
8121a829-3e96-4bf0-884c-21b3fd431861,Emerson Hessel,zoie@example.net,(198) 200-9061,culpa vel autem.,2005-01-12,135.200.26.77,incubate killer e-markets,"{""theme"": ""light"", ""notifications"": true}",active,2025-05-26,2021-04-03,87,fr,true
2f476b98-a8a2-4071-8b12-b002454617fd,Mayra Spinka,zula@example.com,829.620.1311 x4937,aut voluptate odio.,1979-12-23,191.218.173.189,incubate rich systems,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2024-10-31,2010-03-23,33,en,false
550dad6a-f24a-45bc-b6bc-0931cc7bcdb4,Jonatan Bailey,nelle@example.org,(206) 522-3447 x422,quae hic nostrum.,1980-10-06,56.48.239.222,exploit impactful paradigms,"{""theme"": ""light"", ""notifications"": true}",active,2025-05-29,2004-07-05,74,ja,false
7a2ddfa4-da02-40de-995a-3d9a068efaa9,Valentina Lubowitz,king@example.org,244.280.6726 x97245,quia quae non officiis.,1981-10-14,135.239.1.134,unleash holistic systems,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-07-14,2007-04-23,85,ja,false
a20a656a-934c-4343-80c1-819738c9d526,Maryse Leffler,dustin@example.org,706.094.8959 x811,ut vero dolorem est.,1994-07-24,33.187.147.220,streamline compelling metrics,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2025-02-05,2012-10-19,46,en,true
c495cce8-6823-4784-b8f3-b5c963bd48fe,Jamaal Hessel,arlo@example.com,294.667.0126,reiciendis est ullam at.,1989-01-04,21.169.169.63,deliver dynamic communities,"{""theme"": ""dark"", ""notifications"": true}",inactive,2024-06-29,2012-03-22,35,de,true
2452b1aa-86bb-4184-bd1e-cda07c7893b8,Kelley Bradtke,payton@example.net,1-296-751-8311 x438,consequatur fuga sit.,1954-10-08,10.22.61.14,mesh wireless networks,"{""theme"": ""light"", ""notifications"": false}",active,2024-10-14,1967-11-26,43,pt,false
4feec0fc-9b43-4a20-be90-830987594269,Juliet Douglas,arely@example.net,877-411-6414 x29458,itaque sed enim.,1948-09-25,37.180.136.169,recontextualize killer networks,"{""theme"": ""light"", ""notifications"": false}",active,2024-11-30,1981-06-11,87,fr,true
2048e156-7071-4328-9107-52bac5a47e64,Alexzander Larkin,elyse@example.org,1-966-988-7109 x249,quas quam eius quia.,2005-06-04,197.236.245.75,e-enable real-time architectures,"{""theme"": ""light"", ""notifications"": true}",suspended,2025-04-08,2019-01-20,65,es,true
4e190d8e-8b76-4bb0-87bb-15e94d0a483f,Tyrese Keeling,henderson@example.org,(467) 477-9270 x9856,recusandae ratione explicabo ut.,1977-04-08,159.105.202.210,cultivate viral e-services,"{""theme"": ""dark"", ""notifications"": false}",pending_verification,2024-08-24,2010-11-14,31,en,true
b1b345f9-f75e-42b4-8b9d-2e532f1fd6fe,Hyman Purdy,hailey@example.com,969-978-3866,dicta et recusandae magnam.,2005-04-21,160.239.114.235,target global infrastructures,"{""theme"": ""light"", ""notifications"": true}",active,2024-09-03,2022-12-15,41,en,false
1fbe0329-0e39-4c31-8965-b16c9f00bb3b,Teresa Collier,duncan@example.net,1-397-010-8952 x888,cupiditate aperiam officiis iure.,1981-11-16,214.16.209.151,incubate global eyeballs,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-06-13,1994-12-27,51,de,true
7ee236a1-655e-4562-b889-e5a34aaf4922,Marcelle Bauch,mike@example.net,101.203.3065 x49290,blanditiis aliquid et fuga.,1994-05-01,116.64.17.187,iterate wireless action-items,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-08-03,2014-11-12,91,fr,true
eabf82d0-db7a-47f6-ae5b-f1038e21e2f8,Buford Dach,dion@example.net,814-213-2503 x0017,vel temporibus rerum.,2003-03-06,119.240.69.253,orchestrate ubiquitous niches,"{""theme"": ""light"", ""notifications"": true}",suspended,2024-09-23,2024-04-26,36,fr,false
28932d82-f264-4fbd-9455-222949aa9360,Larue Rempel,josie@example.com,1-208-281-4330 x8443,aut voluptatem unde explicabo.,1951-02-13,203.209.209.215,utilize sexy web services,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-07-15,1993-06-28,93,pt,false
f7e92bc2-0d16-4f7c-b60b-af3b5a3894a1,Kailee Lynch,vergie@example.net,1-665-267-1385 x95389,qui omnis et.,1951-02-24,6.55.5.68,cultivate synergistic platforms,"{""theme"": ""light"", ""notifications"": false}",inactive,2025-03-10,1981-06-11,55,de,true
76757b32-7156-44cc-8bb2-19ab3a993f71,Rylan Nolan,kylie@example.com,1-461-300-5592 x030,reiciendis ab a fugiat.,1979-03-10,80.124.208.0,scale virtual action-items,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2025-01-23,2009-12-28,70,es,true
9772ffdf-9b44-4e68-937b-5fad7502b42c,Marvin Sawayn,ferne@example.net,218-258-0356 x551,laudantium atque eligendi.,2003-07-12,164.105.92.4,deploy real-time solutions,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-07-26,2017-09-14,64,de,false
b5ccb73f-6f93-4628-9346-5d28dfcf7843,Rod Champlin,maybell@example.net,100.292.2725 x6398,sunt in non.,1996-07-21,216.207.63.97,benchmark customized networks,"{""theme"": ""light"", ""notifications"": false}",pending_verification,2024-12-30,2018-01-20,20,en,true
b599fa37-ca03-4305-a4da-93858c165321,Loraine Mills,lavina@example.com,792-831-9286 x83555,molestiae est qui molestiae.,2003-04-20,125.59.166.170,streamline dot-com solutions,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-09-21,2017-04-23,45,de,false
4665e160-173f-4f47-b27d-833a4bd610db,Benton Conn,ashlynn@example.org,979.894.2300,nostrum est aut molestiae.,1976-01-20,46.156.91.122,aggregate frictionless markets,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-10-15,1999-05-09,58,de,true
9a983101-6931-4afa-b080-15e4ee1ffdf3,Brandi Wisoky,tillman@example.com,(577) 564-6258,dolor cum ea sapiente.,1974-03-28,179.162.80.102,incentivize strategic architectures,"{""theme"": ""dark"", ""notifications"": true}",inactive,2024-06-26,2010-06-03,21,de,false
d1905bcd-ef05-4aaf-b4e0-c2b11077a125,Hattie Ernser,clifford@example.net,1-883-279-8280,consequatur magnam deleniti.,1958-02-08,83.144.175.35,generate interactive portals,"{""theme"": ""dark"", ""notifications"": true}",inactive,2025-04-28,1992-04-05,71,ja,true
539eb87b-c130-4db2-ab1d-a21a1744828b,Bo Berge,tania@example.net,571-276-4094,quisquam qui reiciendis.,1998-04-26,155.135.172.217,utilize wireless infrastructures,"{""theme"": ""dark"", ""notifications"": true}",suspended,2024-12-02,2022-11-04,80,es,true
088f6183-a0d0-42fd-874c-3b6b7036eca8,Rocky Lind,chelsie@example.org,1-437-890-6115 x46957,eos officiis perferendis.,1987-10-10,46.108.183.100,facilitate seamless e-markets,"{""theme"": ""dark"", ""notifications"": true}",inactive,2025-03-07,2008-06-07,48,en,true
6a685425-736e-452e-84f7-087db0cc3738,Jordy Grady,antwan@example.net,1-747-871-0769 x08466,dolores molestias laborum molestias.,1950-04-14,198.29.221.46,benchmark best-of-breed e-business,"{""theme"": ""dark"", ""notifications"": false}",suspended,2025-01-31,2008-01-21,90,fr,false
65aa27db-7e49-4ecc-b8aa-e83c0e827c66,Pearl Wehner,freida@example.net,358-582-2478 x17026,saepe expedita minima.,1994-06-22,251.137.4.64,embrace dynamic e-commerce,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2025-03-01,2009-11-01,74,ja,true
9bc82999-5109-442c-b5fc-db05301f5bb9,Estevan Wisozk,joannie@example.org,663.811.1712,ea consequatur quaerat.,1973-01-27,202.221.163.96,deploy one-to-one synergies,"{""theme"": ""dark"", ""notifications"": false}",suspended,2024-07-30,2003-09-01,63,es,false
fa3f4ac1-34a8-4b18-a6a7-7f83257a7994,Omer Doyle,ethel@example.com,453.197.3609,temporibus quo omnis.,1975-05-23,232.52.237.64,scale distributed partnerships,"{""theme"": ""light"", ""notifications"": true}",inactive,2025-03-30,2003-08-02,48,de,true
ea635916-7b8e-4d39-9a81-0829b781ce62,Hildegard Ward,abbigail@example.org,838-291-8695 x04350,et suscipit earum.,1946-06-06,162.226.140.40,benchmark magnetic interfaces,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2024-07-02,2007-05-29,93,ja,false
238b02dd-2a58-43a1-a394-0734ac10446c,Rae Parisian,concepcion@example.net,1-751-792-9266 x38327,quaerat ex eos sit.,1992-05-12,180.131.27.167,integrate open-source ROI,"{""theme"": ""dark"", ""notifications"": false}",active,2024-10-04,2006-06-30,99,fr,false
8613801c-4a61-4eb9-9cf6-a6f842d1eecc,Beau Baumbach,rubye@example.org,1-393-365-5825 x70938,et voluptate est.,1981-11-10,142.20.249.86,reinvent distributed metrics,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2024-07-05,2018-05-22,37,fr,false
1d0055da-0fc0-486e-9ba4-6d0b58e68ce3,Adrien Kautzer,nathanial@example.org,1-484-291-1601 x823,et saepe atque.,1976-11-24,235.249.96.33,streamline sexy content,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-11-24,1996-10-08,93,pt,true
61319ba6-6bdb-4c70-ba0b-a83c151f7bb1,Shaina Lowe,myra@example.com,1-413-078-2586,reprehenderit nemo sit.,1971-05-08,92.32.201.98,reintermediate collaborative infrastructures,"{""theme"": ""dark"", ""notifications"": true}",suspended,2024-11-07,1988-08-18,22,de,true
fbfe9fab-dd7e-4875-9652-79b4ef3b5d8f,Anastacio Kutch,maximus@example.net,555.410.6134 x107,quia aspernatur quas.,1996-05-23,34.87.85.2,incubate customized technologies,"{""theme"": ""dark"", ""notifications"": false}",active,2025-04-19,2018-11-03,29,es,false
091ab5af-efab-4822-9102-7a97e3bc26f6,Dale Gislason,collin@example.com,433.346.6080 x6786,aperiam voluptatem praesentium pariatur.,1973-07-10,13.246.73.145,transition web-enabled mindshare,"{""theme"": ""light"", ""notifications"": true}",active,2025-03-22,2000-11-16,26,de,true
b34c882b-2bb0-466c-82d6-01782678f6a3,Vern Simonis,yvonne@example.net,(732) 867-8821,est eius cum.,1984-10-25,237.191.240.253,synthesize turn-key e-business,"{""theme"": ""dark"", ""notifications"": true}",inactive,2024-09-18,2008-10-08,75,es,true
1f4b2cb2-0539-4dfd-88fe-dd6665420d25,Elfrieda Zulauf,bessie@example.net,1-387-130-2163 x624,asperiores sit quasi molestias.,1997-11-10,228.109.213.178,architect back-end content,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-07-11,2018-06-02,68,fr,false
a21dc901-1217-49fe-b5c8-80261c6e1567,Cordia Hartmann,marianna@example.org,1-993-459-7820,cum non facere molestiae.,1981-07-11,249.195.95.20,exploit distributed platforms,"{""theme"": ""light"", ""notifications"": true}",active,2024-06-25,2013-06-07,25,de,true
2797da7e-8f66-463b-ac6a-af60bafb253d,Otho Abshire,torrance@example.net,1-149-058-0140 x67924,similique ex error.,1964-11-08,66.231.195.92,aggregate interactive paradigms,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-10-05,1996-02-28,52,ja,true
79616987-1a83-4ccc-ad05-21d75f3d3381,Rodrick Corkery,chyna@example.com,817.187.9172 x3687,consequuntur molestias quis possimus.,1988-01-16,185.232.199.177,deliver best-of-breed e-business,"{""theme"": ""light"", ""notifications"": true}",active,2024-07-31,2013-08-20,88,pt,true
a976d2ca-91eb-4fd7-86bd-f72f3d54f2d0,Jade Romaguera,annabel@example.net,1-785-910-0642 x54626,qui exercitationem recusandae veritatis.,1996-04-14,248.10.59.13,benchmark clicks-and-mortar e-commerce,"{""theme"": ""light"", ""notifications"": true}",active,2024-11-09,2023-01-28,60,pt,false
44558995-3ab2-4f36-aa78-3e165d1adca7,Lilliana Torp,lurline@example.org,1-667-237-4501 x104,natus dolorem sapiente.,1975-02-22,10.134.205.23,transition leading-edge supply-chains,"{""theme"": ""dark"", ""notifications"": true}",inactive,2024-09-25,2017-01-09,69,de,true
cb41adb1-029b-414e-8631-b5ed029506de,Judson Marks,gerson@example.com,504.808.8291,itaque enim ex.,1946-08-25,148.145.233.202,orchestrate cutting-edge platforms,"{""theme"": ""dark"", ""notifications"": true}",inactive,2025-01-21,1988-10-17,97,fr,false
e84a760a-630f-4ba0-ad3a-b8f7761674d3,Vivien Davis,tony@example.com,1-231-278-5643 x057,odit quas eum cumque.,1981-09-20,101.253.90.41,utilize clicks-and-mortar metrics,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2024-11-18,1998-02-02,62,en,false
f2e188a3-d25b-4de9-bfca-ae80219c807c,Joanne Roberts,rogers@example.org,163.601.1629 x6141,nemo blanditiis dolores.,1981-11-02,205.243.236.41,integrate ubiquitous infrastructures,"{""theme"": ""light"", ""notifications"": false}",inactive,2024-06-20,1999-05-12,26,pt,true
fa68b4c8-d377-4493-88dc-299778428559,Adolf Dickinson,collin@example.com,664.779.1501 x8618,nulla optio qui.,1963-09-25,163.110.143.185,transition front-end partnerships,"{""theme"": ""light"", ""notifications"": true}",pending_verification,2024-12-25,2021-07-15,25,pt,false
1f8241a6-658e-4214-9deb-a1582aed2f2d,Rafaela Will,alexane@example.net,558.086.1250 x970,porro non molestiae.,1964-02-18,145.242.67.181,target leading-edge partnerships,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-10-07,2022-07-30,47,ja,true
ba952387-c492-4abd-a963-c7223ecc21c8,Cydney Doyle,maynard@example.org,(988) 045-1914 x198,explicabo omnis sit.,1945-10-26,87.181.189.0,grow integrated synergies,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-10-11,1994-03-13,61,fr,true
f3be6fa2-89bc-4a8d-b81b-82b8fd53ba0a,Gilda Wuckert,sylvester@example.net,1-223-792-7573 x1658,porro molestias hic eveniet.,1964-12-13,217.227.118.27,architect one-to-one e-markets,"{""theme"": ""dark"", ""notifications"": true}",suspended,2024-12-22,1998-09-11,72,fr,true
56f34b98-57cc-4f15-9292-d10ae8b73055,Curtis Tremblay,luigi@example.com,1-709-421-9442 x0882,nihil consequatur quis explicabo.,2001-07-08,210.212.64.232,transition ubiquitous vortals,"{""theme"": ""light"", ""notifications"": true}",suspended,2024-07-04,2021-07-05,41,en,true
41f4fcd1-5421-48d9-b7bb-d8c245538f93,Philip Homenick,desmond@example.net,167.381.7748 x5537,ut in magni.,1948-10-13,41.171.151.21,transition collaborative interfaces,"{""theme"": ""light"", ""notifications"": false}",inactive,2024-07-17,1991-08-21,23,fr,true
56c4d7ab-7901-4e12-b9e5-29f4fd511183,Darrick Von,america@example.org,1-777-723-6318 x53592,esse aut est rerum.,1954-08-20,11.36.73.112,deploy best-of-breed supply-chains,"{""theme"": ""light"", ""notifications"": true}",inactive,2024-12-24,1995-03-17,52,ja,true
9513c6e7-ebdf-47b7-8bf1-a4307154acd8,Antonette Glover,narciso@example.net,(228) 882-7973 x55760,deserunt debitis alias facilis.,1996-03-06,170.113.67.184,e-enable extensible models,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-07-28,2020-01-12,78,de,false
3856ba8e-7177-4d25-bc21-ca4c54b870a1,Dayna Heaney,brody@example.com,126.930.4782 x058,itaque doloremque facere aut.,1949-11-24,9.25.42.223,incentivize out-of-the-box content,"{""theme"": ""dark"", ""notifications"": true}",suspended,2025-01-14,1980-09-02,60,ja,true
9e72482e-c6bc-4ba3-a017-cdc218429b30,Camylle Oberbrunner,felipa@example.org,522.232.9631 x639,cumque aut tenetur.,1959-08-05,232.109.186.51,evolve wireless initiatives,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2024-06-05,2020-10-10,88,fr,true
dafd7d1b-0fb8-4f55-bd48-fce68fdbb952,Robin Schultz,kieran@example.org,921-768-7069,qui et fugit perspiciatis.,1976-01-12,135.215.22.41,innovate front-end architectures,"{""theme"": ""dark"", ""notifications"": false}",active,2024-11-27,1997-04-18,51,en,true
4a97a480-86c6-44ce-9f19-fa17b4004c91,Osvaldo Wolf,kirstin@example.com,893.422.3341,illum sint laudantium.,1983-05-27,162.99.151.31,streamline one-to-one web services,"{""theme"": ""dark"", ""notifications"": true}",pending_verification,2025-02-01,2013-06-22,96,es,true
ed8877ec-e1ed-4adc-a106-302561ab7299,Winnifred Hartmann,zoey@example.com,990.117.0389 x541,architecto fuga cum iste.,1994-01-06,161.241.127.173,streamline innovative architectures,"{""theme"": ""dark"", ""notifications"": false}",pending_verification,2025-06-02,2011-01-07,65,es,false
35789fee-00e3-47e2-98d5-d84cc22be99b,Violette Langosh,micah@example.org,1-949-661-3911 x7291,architecto reprehenderit perferendis.,2000-07-15,138.14.17.37,extend cross-media web services,"{""theme"": ""light"", ""notifications"": true}",active,2024-08-12,2021-05-23,87,de,false
